CNA_F65_69,0.312,Demographic
CNA_F70_74,0.374,Demographic
CNA_F75_79,0.448,Demographic
CNA_F80_84,0.537,Demographic
CNA_F85_89,0.664,Demographic
CNA_F90_94,0.797,Demographic
CNA_F95_GT,0.816,Demographic
CNA_M65_69,0.3,Demographic
CNA_M70_74,0.379,Demographic
CNA_M75_79,0.466,Demographic
CNA_M80_84,0.561,Demographic
CNA_M85_89,0.694,Demographic
CNA_M90_94,0.857,Demographic
CNA_M95_GT,0.976,Demographic
CNA_OriginallyDisabled_Female,0.244,Entitlement Class
CNA_OriginallyDisabled_Male,0.152,Entitlement Class
CNA_HCC1,0.312,Clinical
CNA_HCC2,0.455,Clinical
CNA_HCC6,0.435,Clinical
CNA_HCC8,2.625,Clinical
CNA_HCC9,0.97,Clinical
CNA_HCC10,0.677,Clinical
CNA_HCC11,0.301,Clinical
CNA_HCC12,0.146,Clinical
CNA_HCC17,0.318,Clinical
CNA_HCC18,0.318,Clinical
CNA_HCC19,0.104,Clinical
CNA_HCC21,0.545,Clinical
CNA_HCC22,0.273,Clinical
CNA_HCC23,0.228,Clinical
CNA_HCC27,0.962,Clinical
CNA_HCC28,0.39,Clinical
CNA_HCC29,0.165,Clinical
CNA_HCC33,0.246,Clinical
CNA_HCC34,0.276,Clinical
CNA_HCC35,0.294,Clinical
CNA_HCC39,0.425,Clinical
CNA_HCC40,0.423,Clinical
CNA_HCC46,1.388,Clinical
CNA_HCC47,0.625,Clinical
CNA_HCC48,0.221,Clinical
CNA_HCC54,0.383,Clinical
CNA_HCC55,0.383,Clinical
CNA_HCC57,0.608,Clinical
CNA_HCC58,0.395,Clinical
CNA_HCC70,1.314,Clinical
CNA_HCC71,1.007,Clinical
CNA_HCC72,0.528,Clinical
CNA_HCC73,0.97,Clinical
CNA_HCC74,0.28,Clinical
CNA_HCC75,0.457,Clinical
CNA_HCC76,0.505,Clinical
CNA_HCC77,0.441,Clinical
CNA_HCC78,0.674,Clinical
CNA_HCC79,0.309,Clinical
CNA_HCC80,0.584,Clinical
CNA_HCC82,1.055,Clinical
CNA_HCC83,0.658,Clinical
CNA_HCC84,0.302,Clinical
CNA_HCC85,0.323,Clinical
CNA_HCC86,0.233,Clinical
CNA_HCC87,0.218,Clinical
CNA_HCC88,0.14,Clinical
CNA_HCC96,0.268,Clinical
CNA_HCC99,0.263,Clinical
CNA_HCC100,0.263,Clinical
CNA_HCC103,0.538,Clinical
CNA_HCC104,0.395,Clinical
CNA_HCC106,1.461,Clinical
CNA_HCC107,0.4,Clinical
CNA_HCC108,0.298,Clinical
CNA_HCC110,0.62,Clinical
CNA_HCC111,0.328,Clinical
CNA_HCC112,0.209,Clinical
CNA_HCC114,0.599,Clinical
CNA_HCC115,0.221,Clinical
CNA_HCC122,0.217,Clinical
CNA_HCC124,0.499,Clinical
CNA_HCC134,0.422,Clinical
CNA_HCC135,0.422,Clinical
CNA_HCC136,0.237,Clinical
CNA_HCC137,0.237,Clinical
CNA_HCC157,2.163,Clinical
CNA_HCC158,1.204,Clinical
CNA_HCC161,0.535,Clinical
CNA_HCC162,0.321,Clinical
CNA_HCC166,0.584,Clinical
CNA_HCC167,0.191,Clinical
CNA_HCC169,0.495,Clinical
CNA_HCC170,0.418,Clinical
CNA_HCC173,0.266,Clinical
CNA_HCC176,0.597,Clinical
CNA_HCC186,1,Clinical
CNA_HCC188,0.571,Clinical
CNA_HCC189,0.588,Clinical
CNA_HCC47_gCancer,0.893,Clinical
CNA_HCC85_gDiabetesMellit,0.154,Clinical
CNA_HCC85_gCopdCF,0.19,Clinical
CNA_HCC85_gRenal,0.27,Clinical
CNA_gRespDepandArre_gCopdCF,0.336,Clinical
CNA_HCC85_HCC96,0.105,Clinical
CND_F0_34,0.244,Demographic
CND_F35_44,0.303,Demographic
CND_F45_54,0.322,Demographic
CND_F55_59,0.35,Demographic
CND_F60_64,0.411,Demographic
CND_M0_34,0.155,Demographic
CND_M35_44,0.19,Demographic
CND_M45_54,0.221,Demographic
CND_M55_59,0.271,Demographic
CND_M60_64,0.303,Demographic
CND_HCC1,0.288,Clinical
CND_HCC2,0.532,Clinical
CND_HCC6,0.704,Clinical
CND_HCC8,2.644,Clinical
CND_HCC9,0.927,Clinical
CND_HCC10,0.656,Clinical
CND_HCC11,0.352,Clinical
CND_HCC12,0.202,Clinical
CND_HCC17,0.371,Clinical
CND_HCC18,0.371,Clinical
CND_HCC19,0.128,Clinical
CND_HCC21,0.753,Clinical
CND_HCC22,0.227,Clinical
CND_HCC23,0.444,Clinical
CND_HCC27,1.11,Clinical
CND_HCC28,0.394,Clinical
CND_HCC29,0.267,Clinical
CND_HCC33,0.524,Clinical
CND_HCC34,0.678,Clinical
CND_HCC35,0.483,Clinical
CND_HCC39,0.474,Clinical
CND_HCC40,0.377,Clinical
CND_HCC46,3.188,Clinical
CND_HCC47,0.848,Clinical
CND_HCC48,0.339,Clinical
CND_HCC54,0.569,Clinical
CND_HCC55,0.285,Clinical
CND_HCC57,0.395,Clinical
CND_HCC58,0.209,Clinical
CND_HCC70,1.053,Clinical
CND_HCC71,0.704,Clinical
CND_HCC72,0.456,Clinical
CND_HCC73,1.082,Clinical
CND_HCC74,0.132,Clinical
CND_HCC75,0.528,Clinical
CND_HCC76,0.457,Clinical
CND_HCC77,0.54,Clinical
CND_HCC78,0.585,Clinical
CND_HCC79,0.227,Clinical
CND_HCC80,0.302,Clinical
CND_HCC82,1.024,Clinical
CND_HCC83,0.781,Clinical
CND_HCC84,0.578,Clinical
CND_HCC85,0.412,Clinical
CND_HCC86,0.306,Clinical
CND_HCC87,0.306,Clinical
CND_HCC88,0.121,Clinical
CND_HCC96,0.284,Clinical
CND_HCC99,0.282,Clinical
CND_HCC100,0.195,Clinical
CND_HCC103,0.324,Clinical
CND_HCC104,0.258,Clinical
CND_HCC106,1.506,Clinical
CND_HCC107,0.486,Clinical
CND_HCC108,0.333,Clinical
CND_HCC110,2.538,Clinical
CND_HCC111,0.262,Clinical
CND_HCC112,0.262,Clinical
CND_HCC114,0.53,Clinical
CND_HCC115,0.128,Clinical
CND_HCC122,0.171,Clinical
CND_HCC124,0.385,Clinical
CND_HCC134,0.5,Clinical
CND_HCC135,0.5,Clinical
CND_HCC136,0.141,Clinical
CND_HCC137,0.141,Clinical
CND_HCC157,2.203,Clinical
CND_HCC158,1.393,Clinical
CND_HCC161,0.636,Clinical
CND_HCC162,0.348,Clinical
CND_HCC166,0.302,Clinical
CND_HCC167,0.044,Clinical
CND_HCC169,0.456,Clinical
CND_HCC170,0.513,Clinical
CND_HCC173,0.34,Clinical
CND_HCC176,0.871,Clinical
CND_HCC186,0.618,Clinical
CND_HCC188,0.785,Clinical
CND_HCC189,0.455,Clinical
CND_HCC47_gCancer,0.675,Clinical
CND_HCC85_gDiabetesMellit,0.096,Clinical
CND_HCC85_gCopdCF,0.174,Clinical
CND_HCC85_gRenal,0.493,Clinical
CND_gRespDepandArre_gCopdCF,0.256,Clinical
CND_HCC85_HCC96,0.285,Clinical
CND_gSubstanceAbuse_gPsychiatric,0.191,Demographic
CFA_F65_69,0.425,Demographic
CFA_F70_74,0.511,Demographic
CFA_F75_79,0.611,Demographic
CFA_F80_84,0.739,Demographic
CFA_F85_89,0.917,Demographic
CFA_F90_94,1.037,Demographic
CFA_F95_GT,1.094,Demographic
CFA_M65_69,0.492,Demographic
CFA_M70_74,0.582,Demographic
CFA_M75_79,0.692,Demographic
CFA_M80_84,0.816,Demographic
CFA_M85_89,1.009,Demographic
CFA_M90_94,1.186,Demographic
CFA_M95_GT,1.268,Demographic
CFA_OriginallyDisabled_Female,0.172,Entitlement Class
CFA_OriginallyDisabled_Male,0.192,Entitlement Class
CFA_HCC1,0.585,Clinical
CFA_HCC2,0.596,Clinical
